Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Company Name,Company URL,Job Type,Deadline,Academic Level,Benefits,Level,URL,Role
"Lập trình viên Backend Developer ( Golang Từ 2 Năm Kinh Nghiệm, Thu Nhập 20 - 25 Triệu/Tháng)","['API RESTFUL', 'MICROSERVICES', 'GIT', 'DOCKER', 'KUBERNETES', 'KAFKA', 'REDIS', 'GRPC', 'CI/CD']","['GOLANG', 'SQL', 'NOSQL']",2,7,45.0,['Hà Nội'],20000000.0,25000000.0,3,['tiếng Việt'],CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI ĐIỆN TỬ IDO,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-thuong-mai-dien-tu-ido/169818.html,Toàn thời gian,09/05/2025,Đại Học trở lên,"- Thu nhập: 20 - 25 triệu (Thỏa thuận theo năng lực) - Hỗ trợ chi phí xăng xe, chi phí điện thoại - Môi trường làm việc sáng tạo, năng động và chuyên nghiệp.
- Tham gia đóng BHXH và hưởng các chế độ phúc lợi theo quy định như lễ, tết, lương tháng 13, thưởng hiệu quả công việc,...",Nhân viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend-developer-golang-tu-2-nam-kinh-nghiem-thu-nhap-20-25-trieu-thang/1686714.html?ta_source=ITJobs_LinkDetail,Backend Developer
Nhân viên Lập trình Web (Figma+ PHP ) (Thu nhập lên tới 20 triệu),"['HTML', 'CSS', 'JAVASCRIPT', 'JQUERY', 'VUE.JS', 'BOOTSTRAP', 'TAILWIND', 'LARAVEL', 'CODEIGNITER', 'WORDPRESS', 'MYSQL', 'RESPONSIVE DESIGN']",['PHP'],2,6,45.0,['Hải Phòng'],10000000.0,20000000.0,1,['tiếng Việt'],Công ty Cổ phần Giải pháp phần mềm trực tuyến Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-phan-mem-truc-tuyen-viet-nam/135367.html,Toàn thời gian,23/05/2025,Cao Đẳng trở lên,"Thu nhập từ 10 - 20 triệu/tháng (Lương cứng + thưởng theo dự án).Cơ hội nâng cao chuyên môn với các dự án thực tế, làm việc với công nghệ tiên tiến.Môi trường làm việc chuyên nghiệp, đồng nghiệp thân thiện, hỗ trợ lẫn nhau.Tham gia các dự án lớn, hợp tác cùng đối tác Google, Lark, Microsoft.Chế độ đãi ngộ đầy đủ: BHXH, nghỉ phép, lương tháng 13, thưởng lễ Tết.Địa điểm làm việc: Văn phòng Vinaweb - Hải Phòng",Nhân viên,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-web-figma-php-thu-nhap-len-toi-20-trieu/1592364.html?ta_source=ITJobs_LinkDetail,Kỹ thuật IT
React Native Developer,"['REACT NATIVE', 'IOS', 'ANDROID', 'REST API', 'WEBSOCKET', 'FIREBASE', 'EXPO', 'JAVA/KOTLIN', 'SWIFT', 'CI/CD', 'FIREBASE ANALYTICS', 'CRASHLYTICS', 'A/B TESTING']","['JAVASCRIPT', 'TYPESCRIPT']",2,7,45.0,['Hà Nội'],15000000.0,25000000.0,2,"['tiếng Việt', 'tiếng Anh']",CÔNG TY CỔ PHẦN TEASER,https://www.topcv.vn/cong-ty/cong-ty-co-phan-teaser/203253.html,Toàn thời gian,04/06/2025,Đại Học trở lên,"Mức lương hấp dẫn: 15,000,000 – 25,000,000 đ/tháng.Đóng bảo hiểm y tế, bảo hiểm xã hội.Review lương 2 -3 lần/năm.Thưởng các dịp lễ Tết, thưởng quý, thưởng thâm niên.Quà tặng dịp sinh nhật cá nhân.Cơ hội được học hỏi, làm việc với công nghệ mới.Được làm việc trong một môi trường chuyên nghiệp với các đối tác nước ngoài.Du lịch, teambuilding 2-3 lần/năm.Hỗ trợ tham gia các khóa đào tạo nâng cao kiến thức và kỹ năng.",Nhân viên,https://www.topcv.vn/viec-lam/react-native-developer-tren-2-nam-kinh-nghiem/1705836.html?ta_source=ITJobs_LinkDetail,Mobile Developer
Deskside Support Engineer,"['NETWORK', 'SERVER', 'VOICE', 'LINUX', 'DNS', 'DHCP', 'FIREWALL', 'ACTIVE DIRECTORY', 'VPN', 'ITIL', 'COPC', 'ISO 27001']",,4,8,,['Hồ Chí Minh'],14000000.0,17000000.0,1,['tiếng Việt'],CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,https://www.topcv.vn/brand/chinhanhtranscosmoshochiminh?id=150239,Toàn thời gian,Null,Trung cấp trở lên,"Salary: Negotiate
Promotion opportunities
Periodical bonus: twice/year
Position promotion, salary increase: once/year
13th-month salary
Insurances followed Vietnamese Labor Law
Bonuses, gifts for Holidays
Activities: Birthday party, Employee engagement activities",Nhân viên,https://www.topcv.vn/brand/chinhanhtranscosmoshochiminh/tuyen-dung/deskside-support-engineer-it-support-it-hcm-j1705536.html?ta_source=ITJobs_LinkDetail,IT Helpdesk/IT support
Cộng Tác Viên Level Game Design,"['GAME DESIGN', 'LEVEL DESIGN']",,2,6,45.0,['Hà Nội'],3000000.0,10000000.0,3,['tiếng Việt'],Công ty Cổ phần Falcon Technology,https://www.topcv.vn/cong-ty/cong-ty-co-phan-falcon-technology/154490.html,Toàn thời gian,20/06/2025,Đại Học trở lên,"Thu nhập không giới hạn theo level game.Thời gian đào tạo được hưởng lương.Được làm việc trong môi trường năng động, trẻ trung, nhiệt huyết.Cơ chế lương rõ ràng, cơ hội trở thành nhân viên chính thức. Được tham gia các hoạt động nội bộ công ty. Được training và định hướng nghề nghiệp.",Nhân viên,https://www.topcv.vn/viec-lam/cong-tac-vien-level-game-design-3-7m-thang/1636927.html?ta_source=ITJobs_LinkDetail,Game Design
C++ Developer (Qt/ Boost),"['QT FRAMEWORK', 'OBJECT ORIENTED PROGRAMMING', 'BOOST LIBRARIES', 'CMAKE', 'MAKEFILE', 'VISUAL STUDIO', 'OPENCV', 'FFMPEG', 'TENSORFLOW', 'PYTORCH']",['C++'],2,6,45.0,['Hà Nội'],,,1,['tiếng Việt'],Công ty Cổ phần Đầu tư và Công nghệ HTI,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-va-cong-nghe-hti/201110.html,Toàn thời gian,23/05/2025,Đại Học trở lên,"Thu nhập: Cạnh tranhThưởng: 2 lần/ năm, thưởng các ngày lễ, review lương định kỳ hàng năm;Môi trường làm việc năng động, thân thiện, chuyên nghiệp;Tạo điều kiện học hỏi phát triển bản thân và các kỹ năng sống;Được cấp máy tính, công cụ để làm việc;Du lịch 1-2 lần/năm và hưởng các quyền lợi khác theo luật lao động;Tham gia các câu lạc bộ free: Đá bóng, cầu lông,...",Nhân viên,https://www.topcv.vn/viec-lam/c-developer-qt-boost/1702408.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Chuyên Viên Phát Triển Hệ Thống Y Tế Số,"['JIRA', 'UML', 'DRAW.IO', 'MICROSOFT VISIO']",,,7,,['Hà Nội'],,20000000.0,3,"['tiếng Việt', 'tiếng Anh']",Trung tâm Dịch vụ số MobiFone - Chi nhánh Tổng Công ty Viễn Thông Mobifone,https://www.topcv.vn/cong-ty/trung-tam-dich-vu-so-mobifone-chi-nhanh-tong-cong-ty-vien-thong-mobifone/201084.html,Toàn thời gian,22/05/2025,Đại Học trở lên,"Môi trường làm việc tốt, năng động, chuyên nghiệp
Bình quân thu nhập lên đến 250 triệu/năm với nhiều chính sách đãi ngộ: hỗ trợ ăn trưa 1.000.000đ/tháng cùng các khoản thưởng lễ tết, các ngày kỷ niệm thành lập Tổng Công ty, Trung tâm,...
Tham gia các chương trình bảo hiểm sức khoẻ tại các Công ty Bảo hiểm lớn, có uy tín (Bảo Việt, PVI,...)
Thường xuyên tham dự các khoá đào tạo phong phú, đa dạng nhằm giúp CBCNV không ngừng phát triển bản thân, nâng cao kỹ năng cũng như chuyên môn nghiệp vụ.
Trải nghiệm các hoạt động văn hoá, thể thao, du xuân, nghỉ mát hè trong và ngoài nước,...",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-he-thong-y-te-so-nghi-thu-7-chu-nhat-thu-nhap-hap-dan/1705138.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Odoo Developer (Middle),"['OWL', 'CI/CD', 'ODOO FRAMEWORK', 'ODOO DEVELOPMENT']","['SQL', 'PYTHON']",2,6,,['Hà Nội'],,25000000.0,1,['tiếng Việt'],CÔNG TY TNHH GIẢI PHÁP CHUYỂN ĐỔI SỐ VDX,https://www.topcv.vn/cong-ty/cong-ty-tnhh-giai-phap-chuyen-doi-so-vdx/178629.html,Toàn thời gian,22/05/2025,Đại Học trở lên,"Mức lương theo năng lực, upto 25M Gross13 tháng lương + Thưởng khoán theo hiệu suất dự ánXét tăng lương theo quy định công ty: 6 tháng/lầnĐược tư vấn, định hướng về career-path rõ ràngMôi trường làm việc linh hoạt, trẻ trung, thân thiện cùng học hỏi với đồng nghiệp tài năng và nhiệt huyếtChế độ thưởng vào các dịp lễ Tết, thưởng hàng năm theo thâm niên và kết quả kinh doanh của công tyNhiều hoạt động được tổ chức trong năm: Du lịch, Teambuilding, New Year Party,... do công ty tổ chức hàng nămTraining nội bộ nâng cao chuyên môn và kỹ năng mềmKhám sức khỏe định kỳ 1 lần/nămHưởng đầy đủ các chế độ BHXH, BHYT & BHTN, TNLĐ & BNN12 ngày nghỉ phép nguyên lương/năm",Nhân viên,https://www.topcv.vn/viec-lam/odoo-developer-middle/1577347.html?ta_source=ITJobs_LinkDetail,Backend Developer
Java Developer,"['JAVAEE', 'SPRING', 'SPRING BOOT', 'GIT FLOW', 'TRUNK', 'GITHUB FLOW', 'RESTFUL APIS', 'KUBERNETES', 'DOCKER', 'AGILE', 'SCRUM', 'KANBAN']","['SQL', 'JAVA', 'OOP', 'COLLECTIONS', 'MULTITHREADING']",2,6,45.0,['Hồ Chí Minh'],20000000.0,40000000.0,1,['tiếng Việt'],IMT Central,https://www.topcv.vn/cong-ty/imt-central/169502.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Onsite at Client Office at Distric 1 Ho Chi Minh CityOnsite BonusDynamic and flexible environment with positive team matesCompetitive income with comission for new deal and anual performance bonusOppoturnity to develop your career pathOppoturnity to work with caliber project with client in Vietnam and aboardPremium Healthcare insurance to protect your health, and annual health checkProvide laptop for workingAnnual company trip, Team Building, Happy hours, Birthday Activities...And other benefits according to labor law.",Nhân viên,https://www.topcv.vn/viec-lam/java-developer/1704644.html?ta_source=ITJobs_LinkDetail,Backend Developer
"Senior PHP Developer (Laravel & Reactjs, Thu Nhập 25 - 30 Triệu/Tháng)","['LARAVEL', 'REACTJS', 'DEVOPS', 'AWS', 'VUE3', 'OOP', 'API RESTFUL', 'MYSQL', 'MARIA DB', 'MONGODB']","['PHP', 'JS', 'SQL']",2,7,51.0,['Hà Nội'],25000000.0,30000000.0,2,['tiếng Việt'],CÔNG TY CỔ PHẦN CÔNG NGHỆ TRÍ TUỆ NHÂN TẠO BMH-AI,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-tri-tue-nhan-tao-bmh-ai/206631.html,Toàn thời gian,22/05/2025,Đại Học trở lên,"Thu nhập: 25 - 30 triệuChế độ phúc lợi: BHXH, Lễ tết, Sinh nhật, Tham quan nghỉ mát hàng năm, Thưởng theo năng lực làm việc...Công ty hỗ trợ ăn trưa cho CBNV",Trưởng/Phó phòng,https://www.topcv.vn/viec-lam/senior-php-developer-laravel-reactjs-thu-nhap-25-30-trieu-thang/1704467.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Thực Tập Sinh SEO,"['SEO', 'ONPAGE', 'OFFPAGE', 'WORDPRESS']",,2,7,54.0,['Hồ Chí Minh'],,,8,['tiếng Việt'],CÔNG TY TNHH MTV CYNO,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mtv-cyno/206447.html,Toàn thời gian,01/06/2025,Cao Đẳng trở lên,"• Hỗ trợ lương thực tập từ 4.000.000vnd, tùy theo năng lực.• Được đào tạo bài bản về SEO, có mentor hướng dẫn.• Cơ hội trở thành nhân viên chính thức sau thực tập.• Môi trường làm việc chuyên nghiệp, năng động, có cơ hội phát triển.",Thực tập sinh,https://www.topcv.vn/viec-lam/thuc-tap-sinh-seo/1704208.html?ta_source=ITJobs_LinkDetail,Công nghệ thông tin khác
IT Business Analyst - HCM Và Hà Nội,"['SYSTEM REQUIREMENT SPECIFICATION', 'FEATURE LIST', 'USE CASE LIST', 'USE CASE DETAIL', 'GENERAL BUSINESS RULES', 'WIRE FRAME']",,,,,"['Hồ Chí Minh', 'Hà Nội']",,,1,['tiếng Việt'],CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/it-business-analyst-hcm-va-ha-noi/1703440.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
Tester - Onsite HCM và Hà Nội,"['MOBILE APP', 'WEBSITE', 'API', 'DATA', 'POSTMAN', 'DATAGRID', 'FIGMA', 'DRAW.IO', 'SQL', 'MY SQL', 'ORACLE']",['JAVA'],2,6,45.0,"['Hồ Chí Minh', 'Hà Nội']",,,1,['tiếng Việt'],CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/tester-onsite-hcm-va-ha-noi/1703434.html?ta_source=ITJobs_LinkDetail,Software Tester (Automation & Manual)
Devops Engineer,"['GIT', 'WINDOWS SERVER', 'LINUX', 'MS SQL SERVER', 'IBM DB2', 'MYSQL', 'MONGO', 'CI/CD', 'AGILE', 'DEVOPS']","['RUBY', 'PYTHON', 'PERL', 'C#', 'JAVA']",,,,['Hồ Chí Minh'],,,1,['tiếng Việt'],CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/devops-engineer-phu-nhuan-hcm/1703419.html?ta_source=ITJobs_LinkDetail,DevOps Engineer
Full Stack,"['REACTJS', 'NODEJS', 'NESTJS', 'REFINE.DEV', 'FIGMA', 'MYSQL', 'POSTGRESQL', 'RESTFUL API', 'GRAPHQL', 'REDIS', 'MEMCACHED', 'RABBITMQ', 'KIBANA', 'ELASTICSEARCH', 'GIT', 'DOCKER', 'K8S', 'LINUX', 'NETWORK']","['TYPESCRIPT', 'CSS']",,,,"['Hồ Chí Minh', 'Hà Nội']",,,1,['tiếng Việt'],CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/full-stack-onsite-ha-noi-va-ho-chi-minh/1703400.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Server Engineer,"['VMWARE', 'VSphere', 'ESXi', 'VCENTER', 'SAN', 'ANSIBLE', 'OPENSHIFT']","['PYTHON', 'BASH']",,,,['Hồ Chí Minh'],,,1,['tiếng Anh'],CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/server-engineer-quan-4-hcm/1703383.html?ta_source=ITJobs_LinkDetail,Software Engineer
QA Engineer - HCM,"['WEB', 'HTTP', 'CORS', 'SELENIUM', 'CUCUMBER', 'BEHAVE', 'CI/CD', 'AZURE DEVOPS', 'GITHUB ACTIONS', 'GITLAB', 'PYTEST', 'TESTNG', 'KUBERNETES', 'LOCUST', 'METASPLOIT', 'LINUX', 'AWS', 'AZURE', 'GRAFANA', 'OPENTELEMETRY', 'PROMETHEUS', 'SPLUNK', 'JAEGER', 'ZIPKIN', 'ELASTIC', 'AWS X-RAY', 'SQL']","['PYTHON', 'JS', 'GO']",,,,['Hồ Chí Minh'],,,1,['tiếng Anh'],CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/qa-engineer-hcm/1703305.html?ta_source=ITJobs_LinkDetail,QA Engineer
Back - End (No ML) -HCM,"['ETL', 'HTTP APIS']",,,,,['Hồ Chí Minh'],,,1,,CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/back-end-no-ml-hcm/1703310.html?ta_source=ITJobs_LinkDetail,Backend Developer
Senior Full Stack,"['REACT', 'ANGULAR', 'EMBER', 'VUE', 'SVELTE', 'NEXT.JS', 'NEST.JS', 'UI/UX', 'OBJECT-ORIENTED PROGRAMMING', 'DESIGN PATTERNS', 'AUTOMATED SOFTWARE TESTING', 'INTEGRATION TESTING', 'SMOKE TESTING', 'GRAPH DATABASES', 'ARANGODB', 'NEO4J', 'INFRASTRUCTURE AS CODE', 'ANSIBLE', 'TERRAFORM', 'CHEF', 'FRONTEND OPERATIONS', 'BUNDLING', 'OPTIMISATION', 'MONITORING', 'SECURITY']","['JAVASCRIPT', 'TYPESCRIPT']",,,,['Hồ Chí Minh'],,,1,['tiếng Anh'],CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/senior-full-stack-hcm/1703331.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Back-End (With ML),"['NLP', 'MACHINE LEARNING', 'MLOPS', 'GIT', 'AIRFLOW', 'AZURE', 'AWS', 'ARANGODB', 'NEO4J', 'ANSIBLE', 'TERRAFORM', 'CHEF', 'DOCKER', 'KUBERNETES', 'HTTP API', 'ETL', 'OBJECT-ORIENTED PROGRAMMING', 'DESIGN PATTERNS']",['PYTHON'],,,,['Hồ Chí Minh'],,,1,['tiếng Anh'],CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-nichietsu/217640.html,Toàn thời gian,21/05/2025,Đại Học trở lên,Salary : NegociationExcellent working environmentIntellectually stimulating work environmentContinuous personal development,Nhân viên,https://www.topcv.vn/viec-lam/back-end-with-ml/1703321.html?ta_source=ITJobs_LinkDetail,Backend Developer
