Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Job_Type,Academic_Level,Experience_Years,Level,Company_Name,Company_Field,Company_URL,Deadline,URL,Date_Crawl_Module_1,Role
Nhân Viên Quản Trị Hệ Thống,"['LINUX', 'DOCKER', 'K8S', 'VOIP', 'SIP', 'NAT', 'FIREWALL', 'ROUTING', 'DATABASE', 'HIGH AVAILABILITY']",['SQL'],2,6,False,False,45.0,['Hồ Chí Minh'],,,3,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Trung cấp trở lên,Không yêu cầu,Nhân viên,CÔNG TY CỔ PHẦN CÔNG NGHỆ DỊCH VỤ MITEK,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-dich-vu-mitek/27292.html,18/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-quan-tri-he-thong/1700867.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:50:19,IT Helpdesk/IT support
Lập Trình PHP,"['LARAVEL', 'BOOTSTRAP', 'VUEJS', 'NODEJS', 'XAMPP', 'MARIADB', 'JSON', 'XML', 'DOCKER', 'KUBERNETES', 'CI/CD', 'GIT', 'CHATGPT', 'AGILE', 'SCRUM', 'MYSQL', 'MONGODB']","['PHP', 'JAVASCRIPT', 'HTML', 'CSS', 'SQL', 'NOSQL']",,,,,,['Hà Nội'],,25440000.0,30,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,Công ty TNHH Smartbooks,Kế toán / Kiểm toán,https://www.topcv.vn/cong-ty/cong-ty-tnhh-smartbooks/56624.html,26/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-php-up-to-1000-tuy-kha-nang/1710562.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:50:37,Backend Developer
Chuyên Viên Business Analyst,"['AGILE', 'SCRUM', 'JIRA', 'CONFLUENCE', 'NOTION', 'POWER BI', 'TABLEAU']",['SQL'],2,6,True,False,47.5,['Hà Nội'],,25000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY TNHH GIP GROUP,Khác,https://www.topcv.vn/cong-ty/cong-ty-tnhh-gip-group/197862.html,26/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-business-analyst-ba-2-nam-kinh-nghiem-thu-nhap-upto-25-trieu-tai-ha-noi/1710492.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:50:56,Business Analyst (Phân tích nghiệp vụ)
Fullstack Developer Leader,"['LARAVEL', 'OOP', 'DESIGN PATTERN', 'SOLID', 'JIRA', 'CONFLUENCE', 'SQL', 'NOSQL', 'VUE.JS', 'REACTJS']","['PHP', 'PYTHON', 'NODE.JS', 'SQL', 'NOSQL']",2,6,False,False,47.5,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,5 năm,Trưởng nhóm,Công ty Cổ phần TOPCV Việt Nam,Null,https://www.topcv.vn/brand/topcv?id=105,24/05/2025,https://www.topcv.vn/brand/topcv/tuyen-dung/fullstack-developer-leader-j1708384.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:51:13,Fullstack Developer
Business Analyst,"['UML', 'AGILE', 'SCRUM', 'UI/UX']",,2,6,False,False,45.0,['Hà Nội'],24000000.0,25000000.0,1,"['tiếng Anh', 'tiếng Việt']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY CỔ PHẦN EVERSTAR GLOBAL,Khác,https://www.topcv.vn/cong-ty/cong-ty-co-phan-everstar-global/147765.html,24/05/2025,https://www.topcv.vn/viec-lam/business-analyst-luong-upto-25/1708073.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:51:28,Business Analyst (Phân tích nghiệp vụ)
Lập trình viên Backend,"['NETWORK', 'API', 'GRAPHQL', 'WEBSOCKET', 'MYSQL', 'MONGODB', 'POSTGRESQL', 'DOCKER', 'K8S', 'DEVOPS', 'GITOPS', 'MICROSERVICES']","['JAVASCRIPT', 'TYPESCRIPT', 'PYTHON', 'SQL', 'NOSQL']",2,6,False,False,45.0,['Hà Nội'],30000000.0,35000000.0,5,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY CỔ PHẦN EVERSTAR GLOBAL,Khác,https://www.topcv.vn/cong-ty/cong-ty-co-phan-everstar-global/147765.html,24/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-back-end-luong-upto-35tr/1708069.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:51:51,Backend Developer
PHP Web Developer,"['DOCKER', 'OOP', 'AWS', 'GCP']","['PHP', 'SQL', 'JAVASCRIPT', 'CSS', 'HTML']",2,6,False,False,45.0,['Hồ Chí Minh'],,,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,1 năm,Nhân viên,CÔNG TY TRÁCH NHIỆM HỮU HẠN THK HOLDINGS VIỆT NAM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-trach-nhiem-huu-han-thk-holdings-viet-nam/188539.html,18/05/2025,https://www.topcv.vn/viec-lam/php-web-developer/1700010.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:52:15,Backend Developer
Lập trình viên Vuejs/Angular,"['CSS', 'SCSS', 'HTML', 'UX', 'UI', 'STATE MANAGEMENT', 'FUNCTIONAL PROGRAMMING', 'WEB APPLICATION', 'API', 'DATABASE', 'RESTFUL API', 'GIT', 'VIRTUAL MACHINE', 'AWS', 'MICROSERVICES', 'DOCKER', 'KUBERNETES', 'CLOUD INFRASTRUCTURE']","['JAVASCRIPT', 'TYPESCRIPT']",2,6,False,False,,['Hà Nội'],,,5,"['tiếng Việt', 'tiếng Nhật']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty TNHH Tap Hospitality Vietnam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tap-hospitality-vietnam/35046.html,20/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-vuejs-angular-thu-nhap-hap-dan-di-lam-ngay/1636624.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:52:38,Software Engineer
Kỹ Sư Phát Triển Phần Mềm,"['MACHINE LEARNING', 'DATA MINING', 'DEEP LEARNING', 'AI']","['PYTHON', 'C#', 'JAVA']",2,6,False,False,45.0,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Trường Đại học CMC,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/truong-dai-hoc-cmc/130845.html,24/05/2025,https://www.topcv.vn/viec-lam/ky-su-phat-trien-phan-mem/1465963.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:52:57,Fullstack Developer
"Quản trị Hệ thống (SA) System Engineer, Linux, DBA","['LINUX', 'VMWARE', 'ORACLE', 'MYSQL', 'APACHE', 'HAPROXY', 'NGINX', 'FIREWALLD', 'IPTABLES', 'LOAD BALANCING', 'WEB SERVER']","['SQL', 'PL/SQL']",,,,,,['Hà Nội'],13000000.0,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty Cổ phần Đầu tư Phát triển Công nghệ và Truyền thông,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-phat-trien-cong-nghe-va-truyen-thong/671.html,21/05/2025,https://www.topcv.vn/viec-lam/quan-tri-he-thong-sa-system-engineer-linux-dba/1002884.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:53:14,Database Administrator (DBA)
IT Support - Senior Executive,"['NETWORK', 'OFFICE 365', 'SHAREPOINT', 'POWER AUTOMATE', 'ERP']",,,,,,,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,Expolanka Freight (Vietnam) Ltd,Xuất nhập khẩu,https://www.topcv.vn/cong-ty/expolanka-freight-vietnam-ltd/90251.html,17/05/2025,https://www.topcv.vn/viec-lam/it-support-senior-executive-good-english/1698753.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:53:35,IT Helpdesk/IT support
Kỹ Sư Phần Mềm (Junior Developer),"['DATA LAKEHOUSE', 'DATA WAREHOUSE', 'MICROSOFT FABRIC', 'POWER PLATFORM', 'AI TOOLS', 'AZURE SYNAPSE ANALYTICS', 'DATABRICKS', 'CI/CD']","['JAVA', 'PYTHON', '.NET', 'SQL']",2,6,False,False,45.0,['Hà Nội'],15000000.0,22000000.0,2,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,2 năm,Nhân viên,CÔNG TY TNHH DATAPOT,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-tnhh-datapot/126962.html,31/05/2025,https://www.topcv.vn/viec-lam/ky-su-phan-mem-junior-developer/1683481.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:53:49,Frontend Developer
"Junior Data Engineer, Global E-Commerce Data Platform","['AWS QUICKSIGHT', 'GRAFANA', 'AIRFLOW', 'DBT', 'GITLAB', 'JIRA', 'CONFLUENCE', 'SLACK']","['PYTHON', 'C#', 'SQL']",,,,,,['Hà Nội'],,720000000.0,1,['tiếng Anh'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Crossian,Thương mại điện tử,https://www.topcv.vn/cong-ty/crossian/44849.html,24/06/2025,https://www.topcv.vn/viec-lam/junior-data-engineer-global-e-commerce-data-platform-total-annual-compensation-30-000/1653523.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:54:06,Data Engineer
Ict / Maintenance Engineer Nhận Việc Ngay,"['VMWARE', 'SDWAN', 'VOIP', 'CCTV']",,,,,,,"['Hồ Chí Minh', 'Hà Nội']",,,10,"['Tiếng Anh', 'Tiếng Trung', 'Tiếng Việt']",Toàn thời gian,Cao Đẳng trở lên,Dưới 1 năm,Nhân viên,CÔNG TY CỔ PHẦN TIN HỌC VIỄN THÔNG VINAFORE,Viễn thông,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tin-hoc-vien-thong-vinafore/143809.html,24/05/2025,https://www.topcv.vn/viec-lam/ict-maintenance-engineer-nhan-viec-ngay/1514443.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:54:25,IT Helpdesk/IT support
IT Helpdesk Engineer / IT Support / Information Technology/ Công Nghệ Thông Tin CNTT,"['DESKTOP', 'LAPTOP', 'IP PHONE', 'PRINTER', 'NETWORK', 'INFRASTRUCTURE', 'SERVER', 'ITIL', 'CISCO CERTIFIED NETWORK PROFESSIONAL', 'MICROSOFT CERTIFIED SOLUTIONS EXPERT']",,2,6,False,False,,['Hà Nội'],,,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY TNHH THƯƠNG MẠI CÔNG NGHỆ THÁI BÌNH,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-cong-nghe-thai-binh/83060.html,23/05/2025,https://www.topcv.vn/viec-lam/it-helpdesk-engineer-it-support-information-technology-cong-nghe-thong-tin-cntt-tai-ha-noi-thu-nhap-hap-dan/1706519.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:54:48,IT Helpdesk/IT support
.Net Backend Engineer,"['MICROSERVICES', 'DOCKER', 'KUBERNETES', 'AWS EKS', 'POSTGRES', 'ELASTICSEARCH', 'KAFKA', 'AWS S3', 'AWS SNS', 'GIT', 'CI/CD', 'ENTITY FRAMEWORK CORE', 'LINQ', 'CLEAN-CODE', 'CLEAN-ARCHITECTURE', 'SOLID', 'MESSAGE QUEUES', 'CLOUD NATIVE COMPUTING', 'DEVOPS', 'SYSOPS']","['C#', '.NET', 'SQL']",2,6,False,False,45.0,['Hà Nội'],,1303500000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Crossian,Thương mại điện tử,https://www.topcv.vn/cong-ty/crossian/44849.html,25/06/2025,https://www.topcv.vn/viec-lam/net-backend-engineer-senior-storefront-ecommerce-platform-total-annual-compensation-55-000/1590906.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:55:09,Fullstack Developer
Web Developer,"['HTML', 'CSS', 'JQUERY', 'AJAX', 'OOP', 'MVC', 'MVP', 'MVVM', 'RESTFUL API', 'DESIGN PATTERN', 'SQL', 'NOSQL', 'AGILE', 'SCRUM', 'AWS', 'PSM']","['PYTHON', 'NODEJS', 'PHP']",2,6,False,False,45.0,['Hà Nội'],20000000.0,40000000.0,5,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY TNHH HAPOSOFT,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-haposoft/31353.html,31/05/2025,https://www.topcv.vn/viec-lam/web-developer-python-nodejs-php-upto-40-tr/1605917.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:55:31,Fullstack Developer
Lập trình viên Back-End Developer,"['SPRING BOOT', 'JPA', 'DESIGN PATTERN', 'SOLID', 'FACTORY', 'SINGLETON', 'STRATEGY', 'REPOSITORY', 'SPRING SECURITY', 'JWT', 'OAUTH2', 'SQL', 'DATABASE', 'INDEXING', 'QUERY OPTIMIZATION', 'ACID', 'TRANSACTION', 'CACHING', 'LOADBALANCE', 'PARALLEL PROCESSING', 'MONITORING', 'PERFORMANCE TUNING', 'SCALABILITY', 'TESTING', 'BENCHMARKING', 'CICD', 'INFRASTRUCTURE AS CODE', 'CONTAINERIZATION', 'ORCHESTRATION', 'DEVOPS']","['JAVA', 'SQL']",,,,,,['Hà Nội'],,47000000.0,3,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Trên 5 năm,Nhân viên,Công ty TNHH Thu phí tự động VETC,Khác,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thu-phi-tu-dong-vetc/18795.html,25/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-back-end-backend-developer-tai-ha-noi/1681353.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:55:50,Backend Developer
Nhân Viên Vận Hành Ứng Dụng (Devops),"['DOCKER', 'CONTAINER', 'CI/CD', 'JENKINS', 'GITLAB CI/CD', 'ANSIBLE', 'TERRAFORM', 'ARGOCD', 'GIT FLOW']","['JAVA', '.NET', 'C#', 'GOLANG', 'JAVASCRIPT']",2,6,False,False,47.5,['Hà Nội'],,,5,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-cp-giai-phap-thanh-toan-viet-nam-vnpay/200858.html,17/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-van-hanh-ung-dung-devops/1696859.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:56:06,DevOps Engineer
Engineers (Hardware & Software),"['CATIA', 'STREAM', 'LTSPICE', 'MATLAB', 'LIN', 'CAN', 'MISRA-C', 'OSCILLOSCOPE']","['C', 'C++', 'C#']",,,,,,['Hồ Chí Minh'],12000000.0,,1,['tiếng Nhật'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,TRUNG TÂM KỸ THUẬT MITSUBA VIỆT NAM,Khác,https://www.topcv.vn/cong-ty/trung-tam-ky-thuat-mitsuba-viet-nam/192814.html,25/05/2025,https://www.topcv.vn/viec-lam/engineers-hardware-software/1708584.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:56:21,Software Engineer
Mobile Trading System Developer - Android / Ios,"['HTML', 'CSS', 'GIT', 'SVN', 'AGILE', 'MOBILE TRADING SYSTEM', 'MTS', 'IONIC', 'PHONEGAP', 'REACT', 'VUE', 'NEXACRO']",['JAVASCRIPT'],2,6,False,False,47.5,['Hồ Chí Minh'],22000000.0,45000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY TNHH DAOUKIWOOM INNOVATION,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-daoukiwoom-innovation/79811.html,30/05/2025,https://www.topcv.vn/viec-lam/mobile-trading-system-developer-android-ios/1619871.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:56:36,Mobile Developer
Kỹ Sư Phát Triển Phần Mềm,"['ANDROID', 'IOS', 'UML']","['C', 'C++', 'JAVA', 'GOLANG', 'SQL']",,,,,,"['Hà Nội', 'Hồ Chí Minh']",15600000.0,55000000.0,10,['tiếng Anh'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Viễn thông,https://www.topcv.vn/cong-ty/tap-doan-cong-nghiep-vien-thong-quan-doi/198518.html,15/05/2025,https://www.topcv.vn/viec-lam/ky-su-phat-trien-phan-mem-c-c-java-golang-android-ios/1694899.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:56:58,Software Engineer
Quản Trị Dự Án Triển Khai Phần Mềm,,,2,6,False,False,,"['Hà Nội', 'Hồ Chí Minh', 'Hải Phòng']",20000000.0,40000000.0,5,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,3 năm,Quản lý / Giám sát,Công ty cổ phần Onenet,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-onenet/64819.html,24/05/2025,https://www.topcv.vn/viec-lam/quan-tri-du-an-trien-khai-phan-mem-thu-nhap-upto-40-trieu-dong/1177532.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:57:21,IT Project Manager
"Chuyên Viên Cao Cấp Phát Triển Ứng Dụng Kênh Ngân Hàng Số (Java, .Net)","['ESB', 'EIP', 'MICROSERVICES', 'CI/CD', 'ELK', 'SPLUNK', 'PROMETHEUS', 'GRAFANA', 'JENKIN', 'GIT', 'ANT', 'AWS', 'AZUSE', 'ORACLE DATABASE', 'MYSQL', 'POSTGRE SQL', 'AGILE', 'SCRUM', 'WATERFALL']","['JAVA', '.NET', 'SQL']",,,,,,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển – PGBank,Ngân hàng,https://www.topcv.vn/cong-ty/ngan-hang-thuong-mai-co-phan-thinh-vuong-va-phat-trien-pgbank/201128.html,23/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-phat-trien-ung-dung-kenh-ngan-hang-so-java-net/1649372.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:57:38,System Engineer
Application Software Engineer Kỹ Sư Ứng Dụng AI,"['AI', 'DEEP LEARNING']","['C', 'C#', 'PYTHON', 'VB']",,,,,,['Hà Nội'],,,2,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY TNHH TDMK,Sản xuất,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tdmk/200079.html,30/05/2025,https://www.topcv.vn/viec-lam/application-software-engineer-ky-su-ung-dung-ai-c-c-python-vb-yeu-cau-tu-1-nam-kinh-nghiem-phan-mem-va-phan-cung-uu-tien-tot-nghiep-ky-thuat-dien-tu-dong-hoa/1521392.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:57:57,AI Engineer
"Lập Trình Viên (Back-End, Front-End, Fullstack)","['GIT', 'DOCKER', 'KUBERNETES', 'CI/CD', 'AWS', 'AZURE', 'GCP', 'SPLUNK', 'ELK', 'OPENSEARCH', 'BOOTSTRAP']","['PYTHON', 'JAVASCRIPT', 'SQL', 'NOSQL']",2,6,False,False,45.0,['Hồ Chí Minh'],,,3,"['tiếng Việt', 'tiếng Anh', 'tiếng Hàn']",Toàn thời gian,Đại Học trở lên,Trên 5 năm,Nhân viên,"CHI NHÁNH GAION CO., LTD TẠI VIỆT NAM",IT - Phần mềm,https://www.topcv.vn/cong-ty/chi-nhanh-gaion-co-ltd-tai-viet-nam/194348.html,31/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-back-end-front-end-fullstack/1644422.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:58:14,Software Engineer
Academic Specialist Of Ict Programmes,"['PHÂN TÍCH VÀ THIẾT KẾ HỆ THỐNG', 'QUẢN LÝ DỰ ÁN PHẦN MỀM', 'KIỂM THỬ PHẦN MỀM']",,2,6,True,False,48.5,['Hà Nội'],15000000.0,20000000.0,1,"['tiếng Anh', 'tiếng Việt']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty Cổ phần ICDL Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-icdl-viet-nam/139261.html,25/05/2025,https://www.topcv.vn/viec-lam/academic-specialist-of-ict-programmes/1667906.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:58:36,Công nghệ thông tin khác
Fresher Sap Functional (Tiếng Pháp/Tiếng Đức),"['SAP', 'ERP']",,2,6,False,False,,['Hà Nội'],6000000.0,8000000.0,15,"['tiếng Việt', 'tiếng Pháp', 'tiếng Đức']",Toàn thời gian,Đại Học trở lên,Không yêu cầu,Thực tập sinh,FPT Software,Tài chính,https://www.topcv.vn/cong-ty/fpt-software/201091.html,23/05/2025,https://www.topcv.vn/viec-lam/fresher-sap-functional-tieng-phap-tieng-duc/1674144.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:58:52,Business Analyst (Phân tích nghiệp vụ)
Trưởng Phòng Công Nghệ / Chief Technology Officer - CTO / IT Manager,"['PROPTECH', 'ERP', 'CRM', 'SALESFORCE', 'HUBSPOT', 'JIRA', 'BASECAMP', 'AI', 'IOT', 'BLOCKCHAIN', 'BIG DATA', 'VR/AR']",['SQL'],,,,,,['Hà Nội'],20000000.0,30000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,4 năm,Trưởng/Phó phòng,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN HOME PLUS,Bất động sản,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-bat-dong-san-home-plus/192895.html,10/05/2025,https://www.topcv.vn/viec-lam/truong-phong-cong-nghe-chief-technology-officer-cto-it-manager/1683810.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:59:13,IT Project Manager
Home Trading System Developer,"['MVC', 'MVVM', 'SVN', 'MFC', 'WINDOWS APPLICATION']","['JAVASCRIPT', 'C++']",2,6,False,False,45.0,['Hồ Chí Minh'],22000000.0,45000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY TNHH DAOUKIWOOM INNOVATION,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-daoukiwoom-innovation/79811.html,30/05/2025,https://www.topcv.vn/viec-lam/home-trading-system-developer/1639328.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:59:33,Frontend Developer
Chương Trình Đào Tạo Nghề Thang Máy/Thang Cuốn,,,2,6,False,False,,['Hà Nội'],,,10,"['tiếng Việt', 'tiếng Anh']",Thực tập,Cao Đẳng trở lên,Dưới 1 năm,Thực tập sinh,CÔNG TY TNHH KONE VIỆT NAM,Sản xuất,https://www.topcv.vn/cong-ty/cong-ty-tnhh-kone-viet-nam/131023.html,31/05/2025,https://www.topcv.vn/viec-lam/chuong-trinh-dao-tao-nghe-thang-may-thang-cuon-tai-ha-noi/1682784.html?ta_source=ITJobs_LinkDetail,01/05/2025 20:59:49,IT Helpdesk/IT support
Chuyên Viên Đánh Giá An Ninh Thông Tin - Pentester,"['CLOUD SECURITY', 'DEVSECOPS', 'THREAT MODELING']",,,,False,False,,['Hà Nội'],,31290000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty TNHH Thu phí tự động VETC,Khác,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thu-phi-tu-dong-vetc/18795.html,05/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-danh-gia-an-ninh-thong-tin-pentester-2-nam-kinh-nghiem/1682707.html?ta_source=ITJobs_LinkDetail,01/05/2025 21:00:08,Kiểm thử và đánh giá bảo mật
Technical Leader / Trưởng Nhóm Công Nghệ,"['J2EE', 'JSP', 'STRUTS', 'SPRING FRAMEWORK', 'MVC', 'OSGI', 'SOAP', 'REST']","['JAVA', 'SQL', 'NOSQL']",2,6,True,False,44.0,['Hà Nội'],30000000.0,40000000.0,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Trưởng nhóm,CÔNG TY CỔ PHẦN LIFETEX,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-lifetex/178114.html,05/05/2025,https://www.topcv.vn/viec-lam/technical-leader-truong-nhom-cong-nghe-luong-30-40-trieu-tai-ha-noi/1681869.html?ta_source=ITJobs_LinkDetail,01/05/2025 21:00:29,Technical Leader
"Chuyên Viên Hệ Thống Erp, Dingtalk","['ERP', 'SAP ERP']","['ABAP', 'BASIC']",,,,,,['Hưng Yên'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY TNHH CÔNG NGHỆ MÔI TRƯỜNG LIHUA (VIỆT NAM),Khác,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-moi-truong-lihua-viet-nam/212322.html,05/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-he-thong-erp-dingtalk/1679561.html?ta_source=ITJobs_LinkDetail,01/05/2025 21:00:47,Quản trị và vận hành bảo mật
Senior Quality Engineer,"['API', 'JENKINS', 'GIT', 'AGILE', 'SCRUM', 'TDD', 'BDD', 'JIRA', 'CONFLUENCE', 'DOCKER', 'WEB SERVICES']","['JAVA', 'JAVASCRIPT', 'SQL']",,,,,,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,4 năm,Nhân viên,Crossian,Thương mại điện tử,https://www.topcv.vn/cong-ty/crossian/44849.html,31/05/2025,https://www.topcv.vn/viec-lam/senior-quality-engineer-up-to-30-months-of-salary-annually/1585398.html?ta_source=ITJobs_LinkDetail,01/05/2025 21:01:04,QA Engineer
"Intern Backend Dev (Java, Python, Net And Japanese)","['OOP', 'DATABASE', 'FRONTEND']","['JAVA', 'PYTHON', '.NET', 'C++']",2,6,False,False,45.0,['Hồ Chí Minh'],4200000.0,6900000.0,10,"['Tiếng Việt', 'Tiếng Nhật']",Toàn thời gian,Cao Đẳng trở lên,Không yêu cầu,Thực tập sinh,CÔNG TY TNHH ISB VIỆT NAM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-isb-viet-nam/114323.html,25/06/2025,https://www.topcv.vn/viec-lam/intern-backend-devjava-python-net-and-japanese/1713442.html?ta_source=ITJobs_LinkDetail,01/05/2025 21:01:27,Backend Developer
